"transcript_id","gene_id","gene_symbol"
"BambuTx18","BambuGene10307","BambuGene10307"
"BambuTx21","BambuGene12293","BambuGene12293"
"BambuTx24","BambuGene13491","BambuGene13491"
"BambuTx2","BambuGene1636","BambuGene1636"
"BambuTx27","BambuGene16971","BambuGene16971"
"BambuTx31","BambuGene18812","BambuGene18812"
"BambuTx33","BambuGene19505","BambuGene19505"
"BambuTx34","BambuGene19885","BambuGene19885"
"BambuTx5","BambuGene4698","BambuGene4698"
"BambuTx7","BambuGene6113","BambuGene6113"
"BambuTx11","BambuGene7241","BambuGene7241"
"BambuTx13","BambuGene8389","BambuGene8389"
"BambuTx15","BambuGene9641","BambuGene9641"
"ENST00000373020.9","ENSG00000000003.16","TSPAN6"
"ENST00000371582.8","ENSG00000000419.14","DPM1"
"ENST00000683010.1","ENSG00000000419.14","DPM1"
"ENST00000683048.1","ENSG00000000419.14","DPM1"
"ENST00000371588.10","ENSG00000000419.14","DPM1"
"ENST00000466152.5","ENSG00000000419.14","DPM1"
"ENST00000684193.1","ENSG00000000419.14","DPM1"
"ENST00000371584.9","ENSG00000000419.14","DPM1"
"ENST00000684628.1","ENSG00000000419.14","DPM1"
"ENST00000682754.1","ENSG00000000419.14","DPM1"
"ENST00000682713.1","ENSG00000000419.14","DPM1"
"ENST00000682366.1","ENSG00000000419.14","DPM1"
"ENST00000367771.11","ENSG00000000457.14","SCYL3"
"ENST00000367772.8","ENSG00000000457.14","SCYL3"
"ENST00000367770.5","ENSG00000000457.14","SCYL3"
"ENST00000413811.3","ENSG00000000460.17","FIRRM"
"ENST00000472795.5","ENSG00000000460.17","FIRRM"
"ENST00000496973.5","ENSG00000000460.17","FIRRM"
"ENST00000286031.10","ENSG00000000460.17","FIRRM"
"ENST00000367429.9","ENSG00000000971.17","CFH"
"ENST00000002165.11","ENSG00000001036.14","FUCA2"
"ENST00000650454.1","ENSG00000001084.13","GCLC"
"ENST00000509541.5","ENSG00000001084.13","GCLC"
"ENST00000510837.5","ENSG00000001084.13","GCLC"
"ENST00000514004.5","ENSG00000001084.13","GCLC"
"ENST00000515580.1","ENSG00000001084.13","GCLC"
"ENST00000353205.5","ENSG00000001167.15","NFYA"
"ENST00000341376.11","ENSG00000001167.15","NFYA"
"ENST00000497384.1","ENSG00000001460.18","STPG1"
"ENST00000475760.1","ENSG00000001460.18","STPG1"
"ENST00000438866.1","ENSG00000001460.18","STPG1"
"ENST00000003583.12","ENSG00000001460.18","STPG1"
"ENST00000337248.9","ENSG00000001460.18","STPG1"
"ENST00000488155.1","ENSG00000001461.18","NIPAL3"
"ENST00000003912.8","ENSG00000001461.18","NIPAL3"
"ENST00000374399.9","ENSG00000001461.18","NIPAL3"
"ENST00000475663.2","ENSG00000001461.18","NIPAL3"
"ENST00000432012.1","ENSG00000001461.18","NIPAL3"
"ENST00000374807.9","ENSG00000001497.18","LAS1L"
"ENST00000374811.8","ENSG00000001497.18","LAS1L"
"ENST00000677834.1","ENSG00000001497.18","LAS1L"
"ENST00000678848.1","ENSG00000001497.18","LAS1L"
"ENST00000679056.1","ENSG00000001497.18","LAS1L"
"ENST00000679277.1","ENSG00000001497.18","LAS1L"
"ENST00000678547.1","ENSG00000001497.18","LAS1L"
"ENST00000678823.1","ENSG00000001497.18","LAS1L"
"ENST00000676986.1","ENSG00000001497.18","LAS1L"
"ENST00000321037.5","ENSG00000001561.7","ENPP4"
"ENST00000002829.8","ENSG00000001617.12","SEMA3F"
"ENST00000434342.5","ENSG00000001617.12","SEMA3F"
"ENST00000413852.5","ENSG00000001617.12","SEMA3F"
"ENST00000265742.8","ENSG00000001629.10","ANKIB1"
"ENST00000465883.1","ENSG00000001629.10","ANKIB1"
"ENST00000691309.1","ENSG00000001630.18","CYP51A1"
"ENST00000003100.13","ENSG00000001630.18","CYP51A1"
"ENST00000450723.5","ENSG00000001630.18","CYP51A1"
"ENST00000458177.7","ENSG00000001631.17","KRIT1"
"ENST00000475770.6","ENSG00000001631.17","KRIT1"
"ENST00000692807.1","ENSG00000001631.17","KRIT1"
"ENST00000687135.1","ENSG00000001631.17","KRIT1"
"ENST00000687876.1","ENSG00000001631.17","KRIT1"
"ENST00000688180.1","ENSG00000001631.17","KRIT1"
"ENST00000686527.1","ENSG00000001631.17","KRIT1"
"ENST00000690529.1","ENSG00000001631.17","KRIT1"
"ENST00000690904.1","ENSG00000001631.17","KRIT1"
"ENST00000692690.1","ENSG00000001631.17","KRIT1"
"ENST00000693563.1","ENSG00000001631.17","KRIT1"
"ENST00000688196.1","ENSG00000001631.17","KRIT1"
"ENST00000412043.6","ENSG00000001631.17","KRIT1"
"ENST00000487168.2","ENSG00000001631.17","KRIT1"
"ENST00000686149.1","ENSG00000001631.17","KRIT1"
"ENST00000689556.1","ENSG00000001631.17","KRIT1"
"ENST00000692428.1","ENSG00000001631.17","KRIT1"
"ENST00000687517.1","ENSG00000001631.17","KRIT1"
"ENST00000422347.6","ENSG00000001631.17","KRIT1"
"ENST00000687627.1","ENSG00000001631.17","KRIT1"
"ENST00000489087.2","ENSG00000001631.17","KRIT1"
"ENST00000413688.6","ENSG00000001631.17","KRIT1"
"ENST00000452773.6","ENSG00000001631.17","KRIT1"
"ENST00000689789.1","ENSG00000001631.17","KRIT1"
"ENST00000688314.1","ENSG00000001631.17","KRIT1"
"ENST00000542785.5","ENSG00000002016.18","RAD52"
"ENST00000430095.6","ENSG00000002016.18","RAD52"
"ENST00000488642.6","ENSG00000002016.18","RAD52"
"ENST00000358495.8","ENSG00000002016.18","RAD52"
"ENST00000309032.8","ENSG00000002330.14","BAD"
"ENST00000394532.7","ENSG00000002330.14","BAD"
"ENST00000394531.3","ENSG00000002330.14","BAD"
"ENST00000618908.4","ENSG00000002549.13","LAP3"
"ENST00000226299.9","ENSG00000002549.13","LAP3"
"ENST00000508497.5","ENSG00000002549.13","LAP3"
"ENST00000611428.5","ENSG00000002586.20","CD99"
"ENST00000381187.8","ENSG00000002586.20","CD99"
"ENST00000381192.10","ENSG00000002586.20","CD99"
"ENST00000482293.6","ENSG00000002586.20","CD99"
"ENST00000381177.7","ENSG00000002586.20","CD99"
"ENST00000482405.7","ENSG00000002586.20","CD99"
"ENST00000002596.6","ENSG00000002587.10","HS3ST1"
"ENST00000510712.1","ENSG00000002587.10","HS3ST1"
"ENST00000395891.7","ENSG00000002746.15","HECW1"
"ENST00000453890.5","ENSG00000002746.15","HECW1"
"ENST00000492310.5","ENSG00000002746.15","HECW1"
"ENST00000471043.1","ENSG00000002746.15","HECW1"
"ENST00000490954.2","ENSG00000002746.15","HECW1"
"ENST00000493057.1","ENSG00000002746.15","HECW1"
"ENST00000402746.5","ENSG00000002822.16","MAD1L1"
"ENST00000459731.1","ENSG00000002822.16","MAD1L1"
"ENST00000406869.5","ENSG00000002822.16","MAD1L1"
"ENST00000265854.12","ENSG00000002822.16","MAD1L1"
"ENST00000399654.6","ENSG00000002822.16","MAD1L1"
"ENST00000486340.5","ENSG00000002822.16","MAD1L1"
"ENST00000579123.1","ENSG00000002834.19","LASP1"
"ENST00000584106.1","ENSG00000002834.19","LASP1"
"ENST00000318008.11","ENSG00000002834.19","LASP1"
"ENST00000433206.6","ENSG00000002834.19","LASP1"
"ENST00000359238.7","ENSG00000002919.15","SNX11"
"ENST00000582104.5","ENSG00000002919.15","SNX11"
"ENST00000000412.8","ENSG00000003056.8","M6PR"
"ENST00000540167.6","ENSG00000003096.15","KLHL13"
"ENST00000371876.5","ENSG00000003096.15","KLHL13"
"ENST00000371878.5","ENSG00000003096.15","KLHL13"
"ENST00000262820.7","ENSG00000003096.15","KLHL13"
"ENST00000546307.5","ENSG00000003137.9","CYP26B1"
"ENST00000001146.7","ENSG00000003137.9","CYP26B1"
"ENST00000396675.7","ENSG00000003147.19","ICA1"
"ENST00000402384.8","ENSG00000003147.19","ICA1"
"ENST00000406470.6","ENSG00000003147.19","ICA1"
"ENST00000265577.11","ENSG00000003147.19","ICA1"
"ENST00000623401.1","ENSG00000003249.15","DBNDD1"
"ENST00000568838.2","ENSG00000003249.15","DBNDD1"
"ENST00000392973.8","ENSG00000003249.15","DBNDD1"
"ENST00000002501.11","ENSG00000003249.15","DBNDD1"
"ENST00000680441.1","ENSG00000003393.16","ALS2"
"ENST00000680404.1","ENSG00000003393.16","ALS2"
"ENST00000680723.1","ENSG00000003393.16","ALS2"
"ENST00000680000.1","ENSG00000003393.16","ALS2"
"ENST00000467448.5","ENSG00000003393.16","ALS2"
"ENST00000680759.1","ENSG00000003393.16","ALS2"
"ENST00000680630.1","ENSG00000003393.16","ALS2"
"ENST00000264276.11","ENSG00000003393.16","ALS2"
"ENST00000681692.1","ENSG00000003393.16","ALS2"
"ENST00000679549.1","ENSG00000003393.16","ALS2"
"ENST00000679635.1","ENSG00000003393.16","ALS2"
"ENST00000681378.1","ENSG00000003393.16","ALS2"
"ENST00000681152.1","ENSG00000003393.16","ALS2"
"ENST00000680819.1","ENSG00000003393.16","ALS2"
"ENST00000309955.8","ENSG00000003402.21","CFLAR"
"ENST00000440180.5","ENSG00000003402.21","CFLAR"
"ENST00000341222.10","ENSG00000003402.21","CFLAR"
"ENST00000395148.6","ENSG00000003402.21","CFLAR"
"ENST00000233156.9","ENSG00000003436.16","TFPI"
"ENST00000441905.1","ENSG00000003509.16","NDUFAF7"
"ENST00000455230.5","ENSG00000003509.16","NDUFAF7"
"ENST00000431821.5","ENSG00000003509.16","NDUFAF7"
"ENST00000002125.9","ENSG00000003509.16","NDUFAF7"
"ENST00000492472.1","ENSG00000003756.17","RBM5"
"ENST00000464087.6","ENSG00000003756.17","RBM5"
"ENST00000469838.5","ENSG00000003756.17","RBM5"
"ENST00000479275.1","ENSG00000003756.17","RBM5"
"ENST00000464988.1","ENSG00000003756.17","RBM5"
"ENST00000496179.5","ENSG00000003756.17","RBM5"
"ENST00000475128.5","ENSG00000003756.17","RBM5"
"ENST00000347869.8","ENSG00000003756.17","RBM5"
"ENST00000180173.10","ENSG00000003987.14","MTMR7"
"ENST00000521857.5","ENSG00000003987.14","MTMR7"
"ENST00000519122.5","ENSG00000003987.14","MTMR7"
"ENST00000523571.1","ENSG00000003987.14","MTMR7"
"ENST00000522656.5","ENSG00000003989.18","SLC7A2"
"ENST00000398090.3","ENSG00000003989.18","SLC7A2"
"ENST00000004531.14","ENSG00000003989.18","SLC7A2"
"ENST00000463733.5","ENSG00000004059.11","ARF5"
"ENST00000000233.10","ENSG00000004059.11","ARF5"
"ENST00000585482.6","ENSG00000004139.14","SARM1"
"ENST00000540200.6","ENSG00000004142.12","POLDIP2"
"ENST00000501038.6","ENSG00000004399.13","PLXND1"
"ENST00000514990.1","ENSG00000004399.13","PLXND1"
"ENST00000504524.5","ENSG00000004399.13","PLXND1"
"ENST00000324093.9","ENSG00000004399.13","PLXND1"
"ENST00000550338.6","ENSG00000004455.18","AK2"
"ENST00000695598.1","ENSG00000004455.18","AK2"
"ENST00000480134.5","ENSG00000004455.18","AK2"
"ENST00000695606.1","ENSG00000004455.18","AK2"
"ENST00000373449.7","ENSG00000004455.18","AK2"
"ENST00000695601.1","ENSG00000004455.18","AK2"
"ENST00000354858.11","ENSG00000004455.18","AK2"
"ENST00000695605.1","ENSG00000004455.18","AK2"
"ENST00000695599.1","ENSG00000004455.18","AK2"
"ENST00000672715.1","ENSG00000004455.18","AK2"
"ENST00000001008.6","ENSG00000004478.8","FKBP4"
"ENST00000543037.1","ENSG00000004478.8","FKBP4"
"ENST00000688680.1","ENSG00000004487.18","KDM1A"
"ENST00000691694.1","ENSG00000004487.18","KDM1A"
"ENST00000691256.1","ENSG00000004487.18","KDM1A"
"ENST00000688235.1","ENSG00000004487.18","KDM1A"
"ENST00000688943.1","ENSG00000004487.18","KDM1A"
"ENST00000692214.1","ENSG00000004487.18","KDM1A"
"ENST00000688122.1","ENSG00000004487.18","KDM1A"
"ENST00000691404.1","ENSG00000004487.18","KDM1A"
"ENST00000602503.1","ENSG00000004487.18","KDM1A"
"ENST00000687202.1","ENSG00000004487.18","KDM1A"
"ENST00000690907.1","ENSG00000004487.18","KDM1A"
"ENST00000686793.1","ENSG00000004487.18","KDM1A"
"ENST00000689971.1","ENSG00000004487.18","KDM1A"
"ENST00000685102.1","ENSG00000004487.18","KDM1A"
"ENST00000691813.1","ENSG00000004487.18","KDM1A"
"ENST00000689366.1","ENSG00000004487.18","KDM1A"
"ENST00000690391.1","ENSG00000004487.18","KDM1A"
"ENST00000400181.9","ENSG00000004487.18","KDM1A"
"ENST00000689677.1","ENSG00000004487.18","KDM1A"
"ENST00000692975.1","ENSG00000004487.18","KDM1A"
"ENST00000356634.7","ENSG00000004487.18","KDM1A"
"ENST00000443081.5","ENSG00000004534.15","RBM6"
"ENST00000419610.5","ENSG00000004534.15","RBM6"
"ENST00000266022.9","ENSG00000004534.15","RBM6"
"ENST00000422955.5","ENSG00000004534.15","RBM6"
"ENST00000454079.5","ENSG00000004534.15","RBM6"
"ENST00000421682.1","ENSG00000004534.15","RBM6"
"ENST00000442092.5","ENSG00000004534.15","RBM6"
"ENST00000434592.5","ENSG00000004534.15","RBM6"
"ENST00000483350.1","ENSG00000004534.15","RBM6"
"ENST00000441115.5","ENSG00000004534.15","RBM6"
"ENST00000493652.1","ENSG00000004534.15","RBM6"
"ENST00000348335.7","ENSG00000004660.15","CAMKK1"
"ENST00000573483.1","ENSG00000004660.15","CAMKK1"
"ENST00000158166.5","ENSG00000004660.15","CAMKK1"
"ENST00000396093.7","ENSG00000004700.16","RECQL"
"ENST00000314748.10","ENSG00000004700.16","RECQL"
"ENST00000421138.6","ENSG00000004700.16","RECQL"
"ENST00000444129.7","ENSG00000004700.16","RECQL"
"ENST00000536964.5","ENSG00000004700.16","RECQL"
"ENST00000305866.10","ENSG00000004766.17","VPS50"
"ENST00000251739.9","ENSG00000004766.17","VPS50"
"ENST00000544910.5","ENSG00000004766.17","VPS50"
"ENST00000004982.6","ENSG00000004776.13","HSPB6"
"ENST00000588248.6","ENSG00000004777.19","ARHGAP33"
"ENST00000601474.5","ENSG00000004777.19","ARHGAP33"
"ENST00000007510.9","ENSG00000004777.19","ARHGAP33"
"ENST00000378944.9","ENSG00000004777.19","ARHGAP33"
"ENST00000562133.5","ENSG00000004779.10","NDUFAB1"
"ENST00000007516.8","ENSG00000004779.10","NDUFAB1"
"ENST00000484769.1","ENSG00000004779.10","NDUFAB1"
"ENST00000368919.8","ENSG00000004809.14","SLC22A16"
"ENST00000231749.8","ENSG00000004838.14","ZMYND10"
"ENST00000441315.1","ENSG00000004846.17","ABCB5"
"ENST00000404938.7","ENSG00000004846.17","ABCB5"
"ENST00000379044.5","ENSG00000004848.8","ARX"
"ENST00000416240.6","ENSG00000004864.14","SLC25A13"
"ENST00000472162.2","ENSG00000004864.14","SLC25A13"
"ENST00000446490.5","ENSG00000004866.22","ST7"
"ENST00000265437.9","ENSG00000004866.22","ST7"
"ENST00000487459.5","ENSG00000004866.22","ST7"
"ENST00000393443.5","ENSG00000004866.22","ST7"
"ENST00000393444.7","ENSG00000004866.22","ST7"
"ENST00000323984.8","ENSG00000004866.22","ST7"
"ENST00000393447.8","ENSG00000004866.22","ST7"
"ENST00000490039.1","ENSG00000004866.22","ST7"
"ENST00000393451.7","ENSG00000004866.22","ST7"
"ENST00000066544.8","ENSG00000004897.12","CDC27"
"ENST00000575830.2","ENSG00000004897.12","CDC27"
"ENST00000531206.5","ENSG00000004897.12","CDC27"
"ENST00000571643.5","ENSG00000004897.12","CDC27"
"ENST00000528147.1","ENSG00000004897.12","CDC27"
"ENST00000533415.5","ENSG00000004897.12","CDC27"
"ENST00000321143.8","ENSG00000004961.15","HCCS"
"ENST00000380762.5","ENSG00000004961.15","HCCS"
"ENST00000575086.1","ENSG00000004975.12","DVL2"
"ENST00000575756.5","ENSG00000004975.12","DVL2"
"ENST00000005340.10","ENSG00000004975.12","DVL2"
"ENST00000599848.5","ENSG00000005007.14","UPF1"
"ENST00000596842.5","ENSG00000005007.14","UPF1"
"ENST00000594243.1","ENSG00000005007.14","UPF1"
"ENST00000262803.10","ENSG00000005007.14","UPF1"
"ENST00000598471.1","ENSG00000005007.14","UPF1"
"ENST00000601981.6","ENSG00000005007.14","UPF1"
"ENST00000345317.7","ENSG00000005020.13","SKAP2"
"ENST00000317881.9","ENSG00000005022.6","SLC25A5"
"ENST00000460013.1","ENSG00000005022.6","SLC25A5"
"ENST00000394650.7","ENSG00000005059.16","MCUB"
"ENST00000494604.1","ENSG00000005059.16","MCUB"
"ENST00000292614.10","ENSG00000005075.16","POLR2J"
"ENST00000575153.5","ENSG00000005100.13","DHX33"
"ENST00000225296.8","ENSG00000005100.13","DHX33"
"ENST00000572490.1","ENSG00000005100.13","DHX33"
"ENST00000423059.9","ENSG00000005108.17","THSD7A"
"ENST00000378526.9","ENSG00000005156.12","LIG3"
"ENST00000590181.5","ENSG00000005156.12","LIG3"
"ENST00000588713.1","ENSG00000005156.12","LIG3"
"ENST00000593099.5","ENSG00000005156.12","LIG3"
"ENST00000005386.8","ENSG00000005175.10","RPAP3"
"ENST00000380650.4","ENSG00000005175.10","RPAP3"
"ENST00000547706.1","ENSG00000005175.10","RPAP3"
"ENST00000548211.1","ENSG00000005175.10","RPAP3"
"ENST00000261377.11","ENSG00000005189.20","REXO5"
"ENST00000348433.10","ENSG00000005189.20","REXO5"
"ENST00000567518.5","ENSG00000005194.15","CIAPIN1"
"ENST00000394391.9","ENSG00000005194.15","CIAPIN1"
"ENST00000569370.5","ENSG00000005194.15","CIAPIN1"
"ENST00000618220.4","ENSG00000005206.17","SPPL2B"
"ENST00000613503.5","ENSG00000005206.17","SPPL2B"
"ENST00000378561.5","ENSG00000005238.20","ATOSB"
"ENST00000378566.5","ENSG00000005238.20","ATOSB"
"ENST00000603301.5","ENSG00000005238.20","ATOSB"
"ENST00000265717.5","ENSG00000005249.14","PRKAR2B"
"ENST00000706590.1","ENSG00000005249.14","PRKAR2B"
"ENST00000706591.1","ENSG00000005249.14","PRKAR2B"
"ENST00000706580.1","ENSG00000005249.14","PRKAR2B"
"ENST00000706585.1","ENSG00000005249.14","PRKAR2B"
"ENST00000706592.1","ENSG00000005249.14","PRKAR2B"
"ENST00000706593.1","ENSG00000005249.14","PRKAR2B"
"ENST00000337339.7","ENSG00000005302.19","MSL3"
"ENST00000647869.1","ENSG00000005302.19","MSL3"
"ENST00000312196.10","ENSG00000005302.19","MSL3"
"ENST00000647857.1","ENSG00000005302.19","MSL3"
"ENST00000398527.7","ENSG00000005302.19","MSL3"
"ENST00000473380.2","ENSG00000005302.19","MSL3"
"ENST00000649078.1","ENSG00000005302.19","MSL3"
"ENST00000649602.1","ENSG00000005302.19","MSL3"
"ENST00000361672.6","ENSG00000005302.19","MSL3"
"ENST00000636895.1","ENSG00000005339.15","CREBBP"
"ENST00000570939.2","ENSG00000005339.15","CREBBP"
"ENST00000262367.10","ENSG00000005339.15","CREBBP"
"ENST00000635899.1","ENSG00000005339.15","CREBBP"
"ENST00000571763.5","ENSG00000005339.15","CREBBP"
"ENST00000576720.1","ENSG00000005339.15","CREBBP"
"ENST00000382070.7","ENSG00000005339.15","CREBBP"
"ENST00000571826.5","ENSG00000005339.15","CREBBP"
"ENST00000581675.5","ENSG00000005379.17","TSPOAP1"
"ENST00000343736.9","ENSG00000005379.17","TSPOAP1"
"ENST00000581692.2","ENSG00000005379.17","TSPOAP1"
"ENST00000268893.10","ENSG00000005379.17","TSPOAP1"
"ENST00000222381.8","ENSG00000005421.9","PON1"
"ENST00000321027.8","ENSG00000005436.14","GCFC2"
"ENST00000470503.1","ENSG00000005436.14","GCFC2"
"ENST00000409791.5","ENSG00000005448.17","WDR54"
"ENST00000348227.4","ENSG00000005448.17","WDR54"
"ENST00000461531.5","ENSG00000005448.17","WDR54"
"ENST00000465134.5","ENSG00000005448.17","WDR54"
"ENST00000480089.5","ENSG00000005448.17","WDR54"
"ENST00000412227.6","ENSG00000005469.12","CROT"
"ENST00000469785.1","ENSG00000005469.12","CROT"
"ENST00000331536.8","ENSG00000005469.12","CROT"
"ENST00000671314.1","ENSG00000005483.23","KMT2E"
"ENST00000474203.6","ENSG00000005483.23","KMT2E"
"ENST00000667857.1","ENSG00000005483.23","KMT2E"
"ENST00000482560.6","ENSG00000005483.23","KMT2E"
"ENST00000496191.1","ENSG00000005483.23","KMT2E"
"ENST00000653259.1","ENSG00000005483.23","KMT2E"
"ENST00000311117.8","ENSG00000005483.23","KMT2E"
"ENST00000257745.9","ENSG00000005483.23","KMT2E"
"ENST00000479838.3","ENSG00000005483.23","KMT2E"
"ENST00000476671.5","ENSG00000005483.23","KMT2E"
"ENST00000334884.9","ENSG00000005483.23","KMT2E"
"ENST00000473063.2","ENSG00000005483.23","KMT2E"
"ENST00000478990.6","ENSG00000005483.23","KMT2E"
"ENST00000428119.1","ENSG00000005486.17","RHBDD2"
"ENST00000318622.8","ENSG00000005486.17","RHBDD2"
"ENST00000006777.11","ENSG00000005486.17","RHBDD2"
"ENST00000476218.1","ENSG00000005486.17","RHBDD2"
"ENST00000711627.1","ENSG00000005513.11","SOX8"
"ENST00000566034.2","ENSG00000005513.11","SOX8"
"ENST00000711626.1","ENSG00000005513.11","SOX8"
"ENST00000306270.12","ENSG00000005700.15","IBTK"
"ENST00000445419.6","ENSG00000005700.15","IBTK"
"ENST00000610980.4","ENSG00000005700.15","IBTK"
"ENST00000510291.5","ENSG00000005700.15","IBTK"
"ENST00000369751.2","ENSG00000005700.15","IBTK"
"ENST00000508381.1","ENSG00000005700.15","IBTK"
"ENST00000526601.5","ENSG00000005801.18","ZNF195"
"ENST00000005082.13","ENSG00000005801.18","ZNF195"
"ENST00000649622.1","ENSG00000005801.18","ZNF195"
"ENST00000354599.10","ENSG00000005801.18","ZNF195"
"ENST00000429541.6","ENSG00000005801.18","ZNF195"
"ENST00000528410.5","ENSG00000005801.18","ZNF195"
"ENST00000528218.5","ENSG00000005801.18","ZNF195"
"ENST00000343338.11","ENSG00000005801.18","ZNF195"
"ENST00000399602.9","ENSG00000005801.18","ZNF195"
"ENST00000683697.1","ENSG00000005810.20","MYCBP2"
"ENST00000357337.11","ENSG00000005810.20","MYCBP2"
"ENST00000682321.1","ENSG00000005810.20","MYCBP2"
"ENST00000695094.1","ENSG00000005810.20","MYCBP2"
"ENST00000695084.1","ENSG00000005810.20","MYCBP2"
"ENST00000695078.1","ENSG00000005810.20","MYCBP2"
"ENST00000544440.7","ENSG00000005810.20","MYCBP2"
"ENST00000466564.3","ENSG00000005810.20","MYCBP2"
"ENST00000695083.1","ENSG00000005810.20","MYCBP2"
"ENST00000695090.1","ENSG00000005810.20","MYCBP2"
"ENST00000695092.1","ENSG00000005810.20","MYCBP2"
"ENST00000695089.1","ENSG00000005810.20","MYCBP2"
"ENST00000684354.1","ENSG00000005810.20","MYCBP2"
"ENST00000695095.1","ENSG00000005810.20","MYCBP2"
"ENST00000355619.10","ENSG00000005812.11","FBXL3"
"ENST00000477982.2","ENSG00000005812.11","FBXL3"
"ENST00000506242.5","ENSG00000005882.12","PDK2"
"ENST00000505897.5","ENSG00000005882.12","PDK2"
"ENST00000503176.6","ENSG00000005882.12","PDK2"
"ENST00000505306.5","ENSG00000005884.18","ITGA3"
"ENST00000320031.13","ENSG00000005884.18","ITGA3"
"ENST00000506437.1","ENSG00000005884.18","ITGA3"
"ENST00000428571.5","ENSG00000005889.16","ZFX"
"ENST00000539115.5","ENSG00000005889.16","ZFX"
"ENST00000304543.10","ENSG00000005889.16","ZFX"
"ENST00000379177.5","ENSG00000005889.16","ZFX"
"ENST00000379188.7","ENSG00000005889.16","ZFX"
"ENST00000200639.9","ENSG00000005893.17","LAMP2"
"ENST00000434600.6","ENSG00000005893.17","LAMP2"
"ENST00000371335.4","ENSG00000005893.17","LAMP2"
"ENST00000706600.1","ENSG00000005893.17","LAMP2"
"ENST00000592462.5","ENSG00000005961.19","ITGA2B"
"ENST00000589645.5","ENSG00000005961.19","ITGA2B"
"ENST00000262407.6","ENSG00000005961.19","ITGA2B"
"ENST00000564172.1","ENSG00000006007.12","GDE1"
"ENST00000353258.8","ENSG00000006007.12","GDE1"
"ENST00000598375.5","ENSG00000006015.18","REX1BD"
"ENST00000358607.11","ENSG00000006015.18","REX1BD"
"ENST00000600997.5","ENSG00000006015.18","REX1BD"
"ENST00000601736.1","ENSG00000006015.18","REX1BD"
"ENST00000450195.6","ENSG00000006015.18","REX1BD"
"ENST00000597371.1","ENSG00000006015.18","REX1BD"
"ENST00000595077.1","ENSG00000006015.18","REX1BD"
"ENST00000594325.1","ENSG00000006016.12","CRLF1"
"ENST00000392386.8","ENSG00000006016.12","CRLF1"
"ENST00000684169.1","ENSG00000006016.12","CRLF1"
"ENST00000007414.8","ENSG00000006025.13","OSBPL7"
"ENST00000261713.8","ENSG00000006042.12","TMEM98"
"ENST00000394642.7","ENSG00000006042.12","TMEM98"
"ENST00000583437.2","ENSG00000006042.12","TMEM98"
"ENST00000579849.6","ENSG00000006042.12","TMEM98"
"ENST00000439138.5","ENSG00000006042.12","TMEM98"
"ENST00000007699.10","ENSG00000006047.13","YBX2"
"ENST00000571485.5","ENSG00000006047.13","YBX2"
"ENST00000344686.8","ENSG00000006062.18","MAP3K14"
"ENST00000592267.1","ENSG00000006062.18","MAP3K14"
"ENST00000376926.8","ENSG00000006062.18","MAP3K14"
"ENST00000682863.1","ENSG00000006071.16","ABCC8"
"ENST00000682442.1","ENSG00000006071.16","ABCC8"
"ENST00000005284.4","ENSG00000006116.4","CACNG3"
"ENST00000544065.5","ENSG00000006118.15","TMEM132A"
"ENST00000544098.1","ENSG00000006118.15","TMEM132A"
"ENST00000453848.7","ENSG00000006118.15","TMEM132A"
"ENST00000005286.8","ENSG00000006118.15","TMEM132A"
"ENST00000537065.1","ENSG00000006118.15","TMEM132A"
"ENST00000540112.1","ENSG00000006118.15","TMEM132A"
"ENST00000535480.1","ENSG00000006118.15","TMEM132A"
"ENST00000621914.4","ENSG00000006125.18","AP2B1"
"ENST00000612116.5","ENSG00000006125.18","AP2B1"
"ENST00000614600.4","ENSG00000006125.18","AP2B1"
"ENST00000618940.4","ENSG00000006125.18","AP2B1"
"ENST00000610402.5","ENSG00000006125.18","AP2B1"
"ENST00000587805.1","ENSG00000006125.18","AP2B1"
"ENST00000346867.4","ENSG00000006128.12","TAC1"
"ENST00000319273.10","ENSG00000006128.12","TAC1"
"ENST00000350485.8","ENSG00000006128.12","TAC1"
"ENST00000219069.6","ENSG00000006194.11","ZNF263"
"ENST00000574253.2","ENSG00000006194.11","ZNF263"
"ENST00000575332.2","ENSG00000006194.11","ZNF263"
"ENST00000573578.1","ENSG00000006194.11","ZNF263"
"ENST00000572748.2","ENSG00000006194.11","ZNF263"
"ENST00000575823.2","ENSG00000006194.11","ZNF263"
"ENST00000574674.2","ENSG00000006194.11","ZNF263"
"ENST00000006053.7","ENSG00000006210.7","CX3CL1"
"ENST00000565912.1","ENSG00000006210.7","CX3CL1"
"ENST00000503127.5","ENSG00000006282.22","SPATA20"
"ENST00000006658.11","ENSG00000006282.22","SPATA20"
"ENST00000511937.5","ENSG00000006282.22","SPATA20"
"ENST00000570567.1","ENSG00000006283.18","CACNA1G"
"ENST00000514717.5","ENSG00000006283.18","CACNA1G"
"ENST00000352832.9","ENSG00000006283.18","CACNA1G"
"ENST00000359106.10","ENSG00000006283.18","CACNA1G"
"ENST00000341627.5","ENSG00000006327.14","TNFRSF12A"
"ENST00000571351.1","ENSG00000006327.14","TNFRSF12A"
"ENST00000574699.1","ENSG00000006327.14","TNFRSF12A"
"ENST00000326577.9","ENSG00000006327.14","TNFRSF12A"
"ENST00000518156.3","ENSG00000006377.11","DLX6"
