"transcript_id","gene_id","gene_symbol"
"ENST00000695958.1","ENSG00000144460.13","NYAP2"
"ENST00000636099.1","ENSG00000144460.13","NYAP2"
"ENST00000695959.1","ENSG00000144460.13","NYAP2"
"ENST00000272907.8","ENSG00000144460.13","NYAP2"
"ENST00000392062.7","ENSG00000144468.17","RHBDD1"
"ENST00000272928.4","ENSG00000144476.6","ACKR3"
"ENST00000324695.9","ENSG00000144481.17","TRPM8"
"ENST00000433712.6","ENSG00000144481.17","TRPM8"
"ENST00000409002.7","ENSG00000144485.11","HES6"
"ENST00000436051.1","ENSG00000144485.11","HES6"
"ENST00000409160.7","ENSG00000144485.11","HES6"
"ENST00000450098.1","ENSG00000144485.11","HES6"
"ENST00000272937.10","ENSG00000144485.11","HES6"
"ENST00000409574.1","ENSG00000144485.11","HES6"
"ENST00000409182.1","ENSG00000144485.11","HES6"
"ENST00000459901.5","ENSG00000144504.16","ANKMY1"
"ENST00000405002.6","ENSG00000144504.16","ANKMY1"
"ENST00000480230.5","ENSG00000144504.16","ANKMY1"
"ENST00000407275.2","ENSG00000144504.16","ANKMY1"
"ENST00000413197.5","ENSG00000144524.18","COPS7B"
"ENST00000488111.1","ENSG00000144524.18","COPS7B"
"ENST00000410024.5","ENSG00000144524.18","COPS7B"
"ENST00000410017.5","ENSG00000144524.18","COPS7B"
"ENST00000350033.8","ENSG00000144524.18","COPS7B"
"ENST00000461350.5","ENSG00000144524.18","COPS7B"
"ENST00000325385.12","ENSG00000144535.20","DIS3L2"
"ENST00000409401.7","ENSG00000144535.20","DIS3L2"
"ENST00000433430.5","ENSG00000144535.20","DIS3L2"
"ENST00000273009.10","ENSG00000144535.20","DIS3L2"
"ENST00000429283.2","ENSG00000144535.20","DIS3L2"
"ENST00000675286.1","ENSG00000144554.13","FANCD2"
"ENST00000287647.7","ENSG00000144554.13","FANCD2"
"ENST00000419585.5","ENSG00000144554.13","FANCD2"
"ENST00000431693.1","ENSG00000144554.13","FANCD2"
"ENST00000681997.1","ENSG00000144554.13","FANCD2"
"ENST00000683312.1","ENSG00000144554.13","FANCD2"
"ENST00000486090.1","ENSG00000144559.11","TAMM41"
"ENST00000444133.6","ENSG00000144559.11","TAMM41"
"ENST00000273037.9","ENSG00000144559.11","TAMM41"
"ENST00000457498.5","ENSG00000144559.11","TAMM41"
"ENST00000455809.6","ENSG00000144559.11","TAMM41"
"ENST00000430365.7","ENSG00000144560.16","VGLL4"
"ENST00000451674.6","ENSG00000144560.16","VGLL4"
"ENST00000418000.5","ENSG00000144560.16","VGLL4"
"ENST00000273038.7","ENSG00000144560.16","VGLL4"
"ENST00000426568.5","ENSG00000144560.16","VGLL4"
"ENST00000422242.1","ENSG00000144566.11","RAB5A"
"ENST00000273047.9","ENSG00000144566.11","RAB5A"
"ENST00000446547.5","ENSG00000144566.11","RAB5A"
"ENST00000430297.7","ENSG00000144567.11","RETREG2"
"ENST00000273048.2","ENSG00000144567.11","RETREG2"
"ENST00000420189.1","ENSG00000144567.11","RETREG2"
"ENST00000273062.7","ENSG00000144579.9","CTDSP1"
"ENST00000295701.9","ENSG00000144580.15","CNOT9"
"ENST00000273064.11","ENSG00000144580.15","CNOT9"
"ENST00000273067.5","ENSG00000144583.5","MARCHF4"
"ENST00000475396.5","ENSG00000144589.22","STK11IP"
"ENST00000473899.1","ENSG00000144589.22","STK11IP"
"ENST00000456909.6","ENSG00000144589.22","STK11IP"
"ENST00000494777.1","ENSG00000144589.22","STK11IP"
"ENST00000684274.1","ENSG00000144591.20","GMPPA"
"ENST00000683382.1","ENSG00000144591.20","GMPPA"
"ENST00000313597.10","ENSG00000144591.20","GMPPA"
"ENST00000373908.5","ENSG00000144591.20","GMPPA"
"ENST00000358215.8","ENSG00000144591.20","GMPPA"
"ENST00000621039.5","ENSG00000144596.13","GRIP2"
"ENST00000422481.5","ENSG00000144596.13","GRIP2"
"ENST00000413414.1","ENSG00000144596.13","GRIP2"
"ENST00000449565.1","ENSG00000144597.14","EAF1"
"ENST00000396842.7","ENSG00000144597.14","EAF1"
"ENST00000430505.6","ENSG00000144619.15","CNTN4"
"ENST00000418658.6","ENSG00000144619.15","CNTN4"
"ENST00000427331.5","ENSG00000144619.15","CNTN4"
"ENST00000273130.9","ENSG00000144635.9","DYNC1LI1"
"ENST00000432458.6","ENSG00000144635.9","DYNC1LI1"
"ENST00000481915.5","ENSG00000144635.9","DYNC1LI1"
"ENST00000445077.1","ENSG00000144642.22","RBMS3"
"ENST00000636900.1","ENSG00000144642.22","RBMS3"
"ENST00000636582.1","ENSG00000144642.22","RBMS3"
"ENST00000636680.2","ENSG00000144642.22","RBMS3"
"ENST00000452462.5","ENSG00000144642.22","RBMS3"
"ENST00000473799.1","ENSG00000144642.22","RBMS3"
"ENST00000432518.6","ENSG00000144642.22","RBMS3"
"ENST00000434693.6","ENSG00000144642.22","RBMS3"
"ENST00000282538.10","ENSG00000144644.15","GADL1"
"ENST00000454381.3","ENSG00000144644.15","GADL1"
"ENST00000396556.7","ENSG00000144645.16","OSBPL10"
"ENST00000429492.6","ENSG00000144645.16","OSBPL10"
"ENST00000690520.1","ENSG00000144647.7","POMGNT2"
"ENST00000687440.1","ENSG00000144647.7","POMGNT2"
"ENST00000344697.3","ENSG00000144647.7","POMGNT2"
"ENST00000690717.1","ENSG00000144649.10","GASK1A"
"ENST00000488863.5","ENSG00000144649.10","GASK1A"
"ENST00000273153.10","ENSG00000144655.15","CSRNP1"
"ENST00000645630.1","ENSG00000144659.13","SLC25A38"
"ENST00000650617.1","ENSG00000144659.13","SLC25A38"
"ENST00000264741.10","ENSG00000144668.12","ITGA9"
"ENST00000496724.1","ENSG00000144671.11","SLC22A14"
"ENST00000699994.1","ENSG00000144674.19","GOLGA4"
"ENST00000706568.1","ENSG00000144674.19","GOLGA4"
"ENST00000356847.8","ENSG00000144674.19","GOLGA4"
"ENST00000435830.6","ENSG00000144674.19","GOLGA4"
"ENST00000450863.6","ENSG00000144674.19","GOLGA4"
"ENST00000361924.7","ENSG00000144674.19","GOLGA4"
"ENST00000706569.1","ENSG00000144674.19","GOLGA4"
"ENST00000699996.1","ENSG00000144674.19","GOLGA4"
"ENST00000273179.10","ENSG00000144677.15","CTDSPL"
"ENST00000435525.1","ENSG00000144677.15","CTDSPL"
"ENST00000310189.3","ENSG00000144677.15","CTDSPL"
"ENST00000443503.6","ENSG00000144677.15","CTDSPL"
"ENST00000473452.1","ENSG00000144681.11","STAC"
"ENST00000273183.8","ENSG00000144681.11","STAC"
"ENST00000434649.1","ENSG00000144681.11","STAC"
"ENST00000618604.4","ENSG00000144711.17","IQSEC1"
"ENST00000647458.1","ENSG00000144711.17","IQSEC1"
"ENST00000273221.8","ENSG00000144711.17","IQSEC1"
"ENST00000613206.2","ENSG00000144711.17","IQSEC1"
"ENST00000295989.9","ENSG00000144712.13","CAND2"
"ENST00000650119.1","ENSG00000144712.13","CAND2"
"ENST00000456430.6","ENSG00000144712.13","CAND2"
"ENST00000429711.7","ENSG00000144713.13","RPL32"
"ENST00000396953.6","ENSG00000144713.13","RPL32"
"ENST00000396957.5","ENSG00000144713.13","RPL32"
"ENST00000435983.5","ENSG00000144713.13","RPL32"
"ENST00000295874.14","ENSG00000144724.20","PTPRG"
"ENST00000495879.1","ENSG00000144724.20","PTPRG"
"ENST00000475527.1","ENSG00000144724.20","PTPRG"
"ENST00000474889.6","ENSG00000144724.20","PTPRG"
"ENST00000498471.1","ENSG00000144730.19","IL17RD"
"ENST00000296318.12","ENSG00000144730.19","IL17RD"
"ENST00000325599.13","ENSG00000144736.14","SHQ1"
"ENST00000463369.5","ENSG00000144736.14","SHQ1"
"ENST00000468347.1","ENSG00000144736.14","SHQ1"
"ENST00000475558.5","ENSG00000144736.14","SHQ1"
"ENST00000686445.1","ENSG00000144741.19","SLC25A26"
"ENST00000687663.1","ENSG00000144741.19","SLC25A26"
"ENST00000691461.1","ENSG00000144741.19","SLC25A26"
"ENST00000689520.1","ENSG00000144741.19","SLC25A26"
"ENST00000464350.6","ENSG00000144741.19","SLC25A26"
"ENST00000690522.1","ENSG00000144741.19","SLC25A26"
"ENST00000691582.1","ENSG00000144741.19","SLC25A26"
"ENST00000686511.1","ENSG00000144741.19","SLC25A26"
"ENST00000354883.11","ENSG00000144741.19","SLC25A26"
"ENST00000691166.1","ENSG00000144741.19","SLC25A26"
"ENST00000336733.10","ENSG00000144741.19","SLC25A26"
"ENST00000688696.1","ENSG00000144741.19","SLC25A26"
"ENST00000349511.8","ENSG00000144744.18","UBA3"
"ENST00000461934.5","ENSG00000144744.18","UBA3"
"ENST00000464605.1","ENSG00000144744.18","UBA3"
"ENST00000361055.9","ENSG00000144744.18","UBA3"
"ENST00000415609.6","ENSG00000144744.18","UBA3"
"ENST00000485444.1","ENSG00000144746.7","ARL6IP5"
"ENST00000273258.4","ENSG00000144746.7","ARL6IP5"
"ENST00000398559.7","ENSG00000144747.17","TMF1"
"ENST00000646708.1","ENSG00000144747.17","TMF1"
"ENST00000645406.1","ENSG00000144747.17","TMF1"
"ENST00000498287.5","ENSG00000144749.14","LRIG1"
"ENST00000496559.6","ENSG00000144749.14","LRIG1"
"ENST00000273261.8","ENSG00000144749.14","LRIG1"
"ENST00000465039.5","ENSG00000144791.10","LIMD1"
"ENST00000273317.5","ENSG00000144791.10","LIMD1"
"ENST00000440097.5","ENSG00000144791.10","LIMD1"
"ENST00000322734.2","ENSG00000144792.9","ZNF660"
"ENST00000461724.5","ENSG00000144802.11","NFKBIZ"
"ENST00000273347.10","ENSG00000144815.18","NXPE3"
"ENST00000704531.1","ENSG00000144815.18","NXPE3"
"ENST00000491511.6","ENSG00000144815.18","NXPE3"
"ENST00000495842.6","ENSG00000144815.18","NXPE3"
"ENST00000705586.1","ENSG00000144815.18","NXPE3"
"ENST00000704548.1","ENSG00000144815.18","NXPE3"
"ENST00000689784.1","ENSG00000144821.11","MYH15"
"ENST00000393925.7","ENSG00000144824.21","PHLDB2"
"ENST00000481953.5","ENSG00000144824.21","PHLDB2"
"ENST00000477695.5","ENSG00000144824.21","PHLDB2"
"ENST00000491580.1","ENSG00000144827.9","ABHD10"
"ENST00000494817.1","ENSG00000144827.9","ABHD10"
"ENST00000493784.1","ENSG00000144827.9","ABHD10"
"ENST00000273359.8","ENSG00000144827.9","ABHD10"
"ENST00000273368.8","ENSG00000144834.14","TAGLN3"
"ENST00000393917.6","ENSG00000144834.14","TAGLN3"
"ENST00000478951.6","ENSG00000144834.14","TAGLN3"
"ENST00000455401.6","ENSG00000144834.14","TAGLN3"
"ENST00000273375.8","ENSG00000144840.10","RABL3"
"ENST00000491398.5","ENSG00000144840.10","RABL3"
"ENST00000478399.5","ENSG00000144843.12","ADPRH"
"ENST00000354673.6","ENSG00000144847.13","IGSF11"
"ENST00000393775.7","ENSG00000144847.13","IGSF11"
"ENST00000480431.5","ENSG00000144847.13","IGSF11"
"ENST00000402314.6","ENSG00000144848.11","ATG3"
"ENST00000283290.10","ENSG00000144848.11","ATG3"
"ENST00000492886.5","ENSG00000144848.11","ATG3"
"ENST00000493757.1","ENSG00000144852.20","NR1I2"
"ENST00000488486.5","ENSG00000144857.15","BOC"
"ENST00000466059.5","ENSG00000144857.15","BOC"
"ENST00000464546.5","ENSG00000144857.15","BOC"
"ENST00000355385.7","ENSG00000144857.15","BOC"
"ENST00000495514.5","ENSG00000144857.15","BOC"
"ENST00000682979.1","ENSG00000144857.15","BOC"
"ENST00000485230.5","ENSG00000144857.15","BOC"
"ENST00000463971.1","ENSG00000144857.15","BOC"
"ENST00000273395.8","ENSG00000144857.15","BOC"
"ENST00000479182.5","ENSG00000144857.15","BOC"
"ENST00000466490.7","ENSG00000144867.13","SRPRB"
"ENST00000678299.1","ENSG00000144867.13","SRPRB"
"ENST00000512137.5","ENSG00000144868.14","TMEM108"
"ENST00000515826.1","ENSG00000144868.14","TMEM108"
"ENST00000514529.5","ENSG00000144868.14","TMEM108"
"ENST00000321871.11","ENSG00000144868.14","TMEM108"
"ENST00000309237.8","ENSG00000144893.13","MED12L"
"ENST00000687756.1","ENSG00000144893.13","MED12L"
"ENST00000474524.5","ENSG00000144893.13","MED12L"
"ENST00000422248.6","ENSG00000144893.13","MED12L"
"ENST00000460851.6","ENSG00000144895.12","EIF2A"
"ENST00000472926.1","ENSG00000144895.12","EIF2A"
"ENST00000465535.1","ENSG00000144895.12","EIF2A"
"ENST00000482471.1","ENSG00000144895.12","EIF2A"
"ENST00000487799.5","ENSG00000144895.12","EIF2A"
"ENST00000393434.7","ENSG00000144908.14","ALDH1L1"
"ENST00000296220.6","ENSG00000144909.8","OSBPL11"
"ENST00000273482.10","ENSG00000144935.17","TRPC1"
"ENST00000698238.1","ENSG00000144935.17","TRPC1"
"ENST00000476941.6","ENSG00000144935.17","TRPC1"
"ENST00000538775.5","ENSG00000144959.11","NCEH1"
"ENST00000687060.1","ENSG00000145002.13","FAM86B2"
"ENST00000532480.6","ENSG00000145002.13","FAM86B2"
"ENST00000685726.1","ENSG00000145002.13","FAM86B2"
"ENST00000474472.5","ENSG00000145012.15","LPP"
"ENST00000448637.5","ENSG00000145012.15","LPP"
"ENST00000459897.2","ENSG00000145012.15","LPP"
"ENST00000414139.6","ENSG00000145012.15","LPP"
"ENST00000617246.5","ENSG00000145012.15","LPP"
"ENST00000494044.1","ENSG00000145012.15","LPP"
"ENST00000710845.1","ENSG00000145012.15","LPP"
"ENST00000416784.5","ENSG00000145012.15","LPP"
"ENST00000443217.5","ENSG00000145012.15","LPP"
"ENST00000420410.6","ENSG00000145012.15","LPP"
"ENST00000710846.1","ENSG00000145012.15","LPP"
"ENST00000432352.5","ENSG00000145014.18","TMEM44"
"ENST00000494894.5","ENSG00000145014.18","TMEM44"
"ENST00000477651.5","ENSG00000145014.18","TMEM44"
"ENST00000473092.5","ENSG00000145014.18","TMEM44"
"ENST00000330115.3","ENSG00000145014.18","TMEM44"
"ENST00000347147.9","ENSG00000145014.18","TMEM44"
"ENST00000474214.2","ENSG00000145016.17","RUBCN"
"ENST00000296343.10","ENSG00000145016.17","RUBCN"
"ENST00000472149.1","ENSG00000145016.17","RUBCN"
"ENST00000273582.9","ENSG00000145016.17","RUBCN"
"ENST00000636991.1","ENSG00000145020.16","AMT"
"ENST00000636148.1","ENSG00000145020.16","AMT"
"ENST00000273588.9","ENSG00000145020.16","AMT"
"ENST00000465925.6","ENSG00000145020.16","AMT"
"ENST00000636522.1","ENSG00000145020.16","AMT"
"ENST00000637682.1","ENSG00000145020.16","AMT"
"ENST00000538581.6","ENSG00000145020.16","AMT"
"ENST00000427987.6","ENSG00000145020.16","AMT"
"ENST00000473163.2","ENSG00000145020.16","AMT"
"ENST00000493381.1","ENSG00000145022.5","TCTA"
"ENST00000488385.1","ENSG00000145022.5","TCTA"
"ENST00000273590.4","ENSG00000145022.5","TCTA"
"ENST00000423832.5","ENSG00000145029.15","NICN1"
"ENST00000273598.8","ENSG00000145029.15","NICN1"
"ENST00000497742.6","ENSG00000145029.15","NICN1"
"ENST00000423656.5","ENSG00000145041.17","DCAF1"
"ENST00000684031.1","ENSG00000145041.17","DCAF1"
"ENST00000504652.5","ENSG00000145041.17","DCAF1"
"ENST00000528157.7","ENSG00000145050.19","MANF"
"ENST00000273666.10","ENSG00000145087.14","STXBP5L"
"ENST00000492541.5","ENSG00000145087.14","STXBP5L"
"ENST00000273668.7","ENSG00000145088.9","EAF2"
"ENST00000490434.5","ENSG00000145088.9","EAF2"
"ENST00000467235.1","ENSG00000145113.22","MUC4"
"ENST00000469992.1","ENSG00000145113.22","MUC4"
"ENST00000509941.1","ENSG00000145147.20","SLIT2"
"ENST00000503837.5","ENSG00000145147.20","SLIT2"
"ENST00000504154.6","ENSG00000145147.20","SLIT2"
"ENST00000471832.2","ENSG00000145191.15","EIF2B5"
"ENST00000648915.2","ENSG00000145191.15","EIF2B5"
"ENST00000432569.2","ENSG00000145191.15","EIF2B5"
"ENST00000649814.1","ENSG00000145191.15","EIF2B5"
"ENST00000481054.5","ENSG00000145191.15","EIF2B5"
"ENST00000491144.5","ENSG00000145191.15","EIF2B5"
"ENST00000468748.7","ENSG00000145191.15","EIF2B5"
"ENST00000465218.3","ENSG00000145191.15","EIF2B5"
"ENST00000491008.6","ENSG00000145191.15","EIF2B5"
"ENST00000404464.8","ENSG00000145194.19","ECE2"
"ENST00000426955.6","ENSG00000145198.15","VWA5B2"
"ENST00000461141.5","ENSG00000145198.15","VWA5B2"
"ENST00000509465.5","ENSG00000145214.14","DGKQ"
"ENST00000273814.8","ENSG00000145214.14","DGKQ"
"ENST00000703452.1","ENSG00000145216.17","FIP1L1"
"ENST00000703458.1","ENSG00000145216.17","FIP1L1"
"ENST00000703459.1","ENSG00000145216.17","FIP1L1"
"ENST00000703456.1","ENSG00000145216.17","FIP1L1"
"ENST00000703453.1","ENSG00000145216.17","FIP1L1"
"ENST00000703468.1","ENSG00000145216.17","FIP1L1"
"ENST00000703470.1","ENSG00000145216.17","FIP1L1"
"ENST00000703451.1","ENSG00000145216.17","FIP1L1"
"ENST00000703475.1","ENSG00000145216.17","FIP1L1"
"ENST00000337488.11","ENSG00000145216.17","FIP1L1"
"ENST00000703454.1","ENSG00000145216.17","FIP1L1"
"ENST00000703455.1","ENSG00000145216.17","FIP1L1"
"ENST00000703480.1","ENSG00000145216.17","FIP1L1"
"ENST00000703483.1","ENSG00000145216.17","FIP1L1"
"ENST00000703491.1","ENSG00000145216.17","FIP1L1"
"ENST00000703492.1","ENSG00000145216.17","FIP1L1"
"ENST00000703495.1","ENSG00000145216.17","FIP1L1"
"ENST00000703466.1","ENSG00000145216.17","FIP1L1"
"ENST00000703496.1","ENSG00000145216.17","FIP1L1"
"ENST00000306932.10","ENSG00000145216.17","FIP1L1"
"ENST00000505125.5","ENSG00000145216.17","FIP1L1"
"ENST00000703499.1","ENSG00000145216.17","FIP1L1"
"ENST00000358575.9","ENSG00000145216.17","FIP1L1"
"ENST00000703477.1","ENSG00000145216.17","FIP1L1"
"ENST00000703479.1","ENSG00000145216.17","FIP1L1"
"ENST00000703472.1","ENSG00000145216.17","FIP1L1"
"ENST00000703461.1","ENSG00000145216.17","FIP1L1"
"ENST00000703457.1","ENSG00000145216.17","FIP1L1"
"ENST00000361661.6","ENSG00000145217.14","SLC26A1"
"ENST00000398516.3","ENSG00000145217.14","SLC26A1"
"ENST00000343470.9","ENSG00000145220.14","LYAR"
"ENST00000510189.5","ENSG00000145241.11","CENPC"
"ENST00000513216.5","ENSG00000145241.11","CENPC"
"ENST00000273853.11","ENSG00000145241.11","CENPC"
"ENST00000506410.1","ENSG00000145241.11","CENPC"
"ENST00000613740.5","ENSG00000145242.14","EPHA5"
"ENST00000622150.4","ENSG00000145242.14","EPHA5"
"ENST00000511294.1","ENSG00000145242.14","EPHA5"
"ENST00000273854.7","ENSG00000145242.14","EPHA5"
"ENST00000432638.6","ENSG00000145242.14","EPHA5"
"ENST00000273859.8","ENSG00000145246.14","ATP10D"
"ENST00000508069.6","ENSG00000145247.12","OCIAD2"
"ENST00000506226.6","ENSG00000145247.12","OCIAD2"
"ENST00000508632.6","ENSG00000145247.12","OCIAD2"
"ENST00000273860.8","ENSG00000145247.12","OCIAD2"
"ENST00000273861.5","ENSG00000145248.7","SLC10A4"
"ENST00000273908.4","ENSG00000145284.12","SCD5"
"ENST00000319540.9","ENSG00000145284.12","SCD5"
"ENST00000718338.1","ENSG00000145287.12","PLAC8"
"ENST00000411416.7","ENSG00000145287.12","PLAC8"
"ENST00000509635.5","ENSG00000145293.17","ENOPH1"
"ENST00000505846.5","ENSG00000145293.17","ENOPH1"
"ENST00000273920.8","ENSG00000145293.17","ENOPH1"
"ENST00000394876.7","ENSG00000145331.14","TRMT10A"
"ENST00000394877.7","ENSG00000145331.14","TRMT10A"
"ENST00000273962.7","ENSG00000145331.14","TRMT10A"
"ENST00000505388.5","ENSG00000145332.14","KLHL8"
"ENST00000273963.10","ENSG00000145332.14","KLHL8"
"ENST00000425278.6","ENSG00000145332.14","KLHL8"
"ENST00000394991.8","ENSG00000145335.17","SNCA"
"ENST00000506244.5","ENSG00000145335.17","SNCA"
"ENST00000336904.7","ENSG00000145335.17","SNCA"
"ENST00000508895.5","ENSG00000145335.17","SNCA"
"ENST00000674129.1","ENSG00000145335.17","SNCA"
"ENST00000394986.5","ENSG00000145335.17","SNCA"
"ENST00000394989.6","ENSG00000145335.17","SNCA"
"ENST00000502987.5","ENSG00000145335.17","SNCA"
"ENST00000273968.5","ENSG00000145337.5","PYURF"
"ENST00000506384.1","ENSG00000145348.17","TBCK"
"ENST00000467183.6","ENSG00000145348.17","TBCK"
"ENST00000394708.7","ENSG00000145348.17","TBCK"
"ENST00000510927.5","ENSG00000145348.17","TBCK"
"ENST00000509532.5","ENSG00000145348.17","TBCK"
"ENST00000296402.9","ENSG00000145349.20","CAMK2D"
"ENST00000394524.7","ENSG00000145349.20","CAMK2D"
"ENST00000706055.1","ENSG00000145349.20","CAMK2D"
"ENST00000699376.1","ENSG00000145349.20","CAMK2D"
"ENST00000699416.1","ENSG00000145349.20","CAMK2D"
"ENST00000699374.1","ENSG00000145349.20","CAMK2D"
"ENST00000699377.1","ENSG00000145349.20","CAMK2D"
"ENST00000699379.1","ENSG00000145349.20","CAMK2D"
"ENST00000699380.1","ENSG00000145349.20","CAMK2D"
"ENST00000699381.1","ENSG00000145349.20","CAMK2D"
"ENST00000511664.6","ENSG00000145349.20","CAMK2D"
"ENST00000699382.1","ENSG00000145349.20","CAMK2D"
"ENST00000699372.1","ENSG00000145349.20","CAMK2D"
"ENST00000699373.1","ENSG00000145349.20","CAMK2D"
"ENST00000509907.1","ENSG00000145349.20","CAMK2D"
"ENST00000699375.1","ENSG00000145349.20","CAMK2D"
"ENST00000513132.5","ENSG00000145349.20","CAMK2D"
"ENST00000683023.1","ENSG00000145349.20","CAMK2D"
"ENST00000699047.1","ENSG00000145349.20","CAMK2D"
"ENST00000505990.5","ENSG00000145349.20","CAMK2D"
"ENST00000699420.1","ENSG00000145349.20","CAMK2D"
"ENST00000273986.10","ENSG00000145354.12","CISD2"
"ENST00000574446.1","ENSG00000145354.12","CISD2"
"ENST00000646632.1","ENSG00000145354.12","CISD2"
"ENST00000503643.1","ENSG00000145354.12","CISD2"
"ENST00000513992.1","ENSG00000145358.6","DDIT4L"
"ENST00000273990.6","ENSG00000145358.6","DDIT4L"
"ENST00000672731.1","ENSG00000145362.21","ANK2"
"ENST00000503423.6","ENSG00000145362.21","ANK2"
"ENST00000683310.1","ENSG00000145362.21","ANK2"
"ENST00000671863.1","ENSG00000145362.21","ANK2"
"ENST00000672930.1","ENSG00000145362.21","ANK2"
"ENST00000683180.1","ENSG00000145362.21","ANK2"
"ENST00000672502.1","ENSG00000145362.21","ANK2"
"ENST00000682211.1","ENSG00000145362.21","ANK2"
"ENST00000682189.1","ENSG00000145362.21","ANK2"
"ENST00000683360.1","ENSG00000145362.21","ANK2"
"ENST00000504454.5","ENSG00000145362.21","ANK2"
"ENST00000671756.1","ENSG00000145362.21","ANK2"
"ENST00000514246.1","ENSG00000145362.21","ANK2"
"ENST00000683595.1","ENSG00000145362.21","ANK2"
"ENST00000673334.1","ENSG00000145362.21","ANK2"
"ENST00000682678.1","ENSG00000145362.21","ANK2"
"ENST00000503271.5","ENSG00000145362.21","ANK2"
"ENST00000682198.1","ENSG00000145362.21","ANK2"
"ENST00000502701.2","ENSG00000145362.21","ANK2"
"ENST00000672411.1","ENSG00000145362.21","ANK2"
"ENST00000681990.1","ENSG00000145362.21","ANK2"
"ENST00000684225.1","ENSG00000145362.21","ANK2"
"ENST00000682346.1","ENSG00000145362.21","ANK2"
"ENST00000514160.2","ENSG00000145362.21","ANK2"
"ENST00000683972.1","ENSG00000145362.21","ANK2"
"ENST00000508007.5","ENSG00000145362.21","ANK2"
"ENST00000512298.2","ENSG00000145362.21","ANK2"
"ENST00000671971.1","ENSG00000145362.21","ANK2"
"ENST00000684378.1","ENSG00000145362.21","ANK2"
"ENST00000682959.1","ENSG00000145362.21","ANK2"
"ENST00000684730.1","ENSG00000145362.21","ANK2"
"ENST00000684591.1","ENSG00000145362.21","ANK2"
"ENST00000672251.1","ENSG00000145362.21","ANK2"
"ENST00000357077.9","ENSG00000145362.21","ANK2"
"ENST00000610220.2","ENSG00000145365.12","TIFA"
"ENST00000500655.2","ENSG00000145365.12","TIFA"
"ENST00000361717.4","ENSG00000145365.12","TIFA"
"ENST00000274008.5","ENSG00000145375.9","AFG2A"
"ENST00000274024.4","ENSG00000145384.4","FABP2"
"ENST00000274026.10","ENSG00000145386.11","CCNA2"
"ENST00000388822.10","ENSG00000145388.15","METTL14"
"ENST00000506780.2","ENSG00000145388.15","METTL14"
"ENST00000628452.2","ENSG00000145388.15","METTL14"
"ENST00000450251.6","ENSG00000145390.12","USP53"
"ENST00000514665.1","ENSG00000145390.12","USP53"
"ENST00000688980.1","ENSG00000145390.12","USP53"
"ENST00000514305.5","ENSG00000145390.12","USP53"
"ENST00000692078.1","ENSG00000145390.12","USP53"
"ENST00000507597.5","ENSG00000145390.12","USP53"
"ENST00000506866.6","ENSG00000145391.14","SETD7"
"ENST00000274031.8","ENSG00000145391.14","SETD7"
"ENST00000404104.7","ENSG00000145391.14","SETD7"
"ENST00000608958.1","ENSG00000145391.14","SETD7"
"ENST00000509232.5","ENSG00000145414.9","NAF1"
"ENST00000274054.3","ENSG00000145414.9","NAF1"
"ENST00000502973.1","ENSG00000145414.9","NAF1"
"ENST00000274056.11","ENSG00000145416.14","MARCHF1"
"ENST00000512214.1","ENSG00000145416.14","MARCHF1"
"ENST00000503104.5","ENSG00000145416.14","MARCHF1"
"ENST00000514618.6","ENSG00000145416.14","MARCHF1"
"ENST00000503008.5","ENSG00000145416.14","MARCHF1"
"ENST00000274063.5","ENSG00000145423.5","SFRP2"
"ENST00000509736.5","ENSG00000145425.10","RPS3A"
"ENST00000514682.5","ENSG00000145425.10","RPS3A"
"ENST00000512690.5","ENSG00000145425.10","RPS3A"
"ENST00000512797.5","ENSG00000145425.10","RPS3A"
"ENST00000274065.9","ENSG00000145425.10","RPS3A"
"ENST00000507485.1","ENSG00000145425.10","RPS3A"
"ENST00000510993.1","ENSG00000145425.10","RPS3A"
"ENST00000507327.5","ENSG00000145425.10","RPS3A"
"ENST00000515792.5","ENSG00000145425.10","RPS3A"
"ENST00000513656.5","ENSG00000145428.15","RNF175"
"ENST00000509321.5","ENSG00000145428.15","RNF175"
"ENST00000347063.9","ENSG00000145428.15","RNF175"
"ENST00000503694.5","ENSG00000145428.15","RNF175"
"ENST00000506358.1","ENSG00000145428.15","RNF175"
"ENST00000502773.6","ENSG00000145431.11","PDGFC"
"ENST00000511985.1","ENSG00000145431.11","PDGFC"
"ENST00000512711.1","ENSG00000145431.11","PDGFC"
"ENST00000274071.6","ENSG00000145431.11","PDGFC"
"ENST00000504672.5","ENSG00000145431.11","PDGFC"
"ENST00000504480.5","ENSG00000145439.12","CBR4"
"ENST00000506808.1","ENSG00000145439.12","CBR4"
"ENST00000306193.8","ENSG00000145439.12","CBR4"
"ENST00000510042.5","ENSG00000145439.12","CBR4"
"ENST00000504561.1","ENSG00000145439.12","CBR4"
"ENST00000274093.8","ENSG00000145451.13","GLRA3"
"ENST00000507209.5","ENSG00000145476.16","CYP4V2"
"ENST00000378802.5","ENSG00000145476.16","CYP4V2"
"ENST00000503804.5","ENSG00000145491.13","ROPN1L"
"ENST00000274134.5","ENSG00000145491.13","ROPN1L"
"ENST00000274137.10","ENSG00000145494.12","NDUFS6"
"ENST00000274140.10","ENSG00000145495.17","MARCHF6"
"ENST00000511802.5","ENSG00000145495.17","MARCHF6"
